,year,bb_date,rank,song,artist,binary,language,total_words,non_e_words,streams,position,spins,radio_rank
416,2020,2020-02-08,17,bad guy,billie eilish,0.0,english,222.0,0.0,5643838.0,18.0,2397.0,39.0
417,2020,2020-02-08,18,blinding lights,the weeknd,0.0,english,259.0,0.0,7196949.0,8.0,2437.0,37.0
418,2020,2020-02-08,19,heartless,the weeknd,0.0,english,378.0,0.0,5717773.0,48.0,6073.0,7.0
419,2020,2020-02-08,20,highest in the room,travis scott,0.0,english,360.0,3.0,6884309.0,35.0,1080.0,99.0
420,2020,2020-02-08,21,the bones,maren morris,0.0,english,319.0,0.0,,,3890.0,17.0
421,2020,2020-02-08,22,high fashion,roddy ricch,0.0,english,629.0,4.0,6542903.0,11.0,,
422,2020,2020-02-08,23,hot girl bummer,blackbear,0.0,english,513.0,0.0,4018527.0,36.0,5687.0,15.0
423,2020,2020-02-08,24,no guidance,chris brown,0.0,english,612.0,0.0,2829312.0,62.0,2971.0,26.0
424,2020,2020-02-08,25,woah,lil baby,0.0,english,664.0,1.0,4473033.0,28.0,3804.0,30.0
425,2020,2020-02-08,26,senorita,shawn mendes,0.0,english,357.0,5.0,2766633.0,69.0,,
426,2020,2020-02-08,27,trampoline,shaed,0.0,english,218.0,0.0,1691339.0,187.0,6471.0,12.0
427,2020,2020-02-08,28,you should be sad,halsey,0.0,english,391.0,0.0,5868636.0,16.0,2184.0,49.0
428,2020,2020-02-08,29,adore you,harry styles,0.0,english,303.0,0.0,4644662.0,24.0,3102.0,24.0
429,2020,2020-02-08,30,what a man gotta do,jonas brothers,0.0,english,401.0,0.0,4426185.0,29.0,2602.0,31.0
430,2020,2020-02-08,31,bitch,megan thee stallion,0.0,english,700.0,0.0,3621036.0,46.0,,
431,2020,2020-02-08,32,truth hurts,lizzo,0.0,english,428.0,0.0,3069612.0,54.0,4209.0,25.0
432,2020,2020-02-08,33,falling,trevor daniel,0.0,english,328.0,0.0,9392509.0,7.0,1174.0,121.0
433,2020,2020-02-08,34,anyone,demi lovato,0.0,english,250.0,0.0,1889213.0,152.0,,
434,2020,2020-02-08,35,my oh my,camila cabello,0.0,english,443.0,0.0,4377307.0,31.0,2433.0,38.0
435,2020,2020-02-08,36,suicidal,ynw melly,0.0,english,442.0,0.0,7417942.0,6.0,,
436,2020,2020-02-08,37,only human,jonas brothers,0.0,english,329.0,0.0,,,3453.0,19.0
437,2020,2020-02-08,38,sum 2 prove,lil baby,0.0,english,901.0,1.0,4256280.0,33.0,,
438,2020,2020-02-08,39,sucker,jonas brothers,0.0,english,381.0,0.0,1968681.0,140.0,2512.0,34.0
439,2020,2020-02-08,40,one man band,old dominion,0.0,english,315.0,0.0,2040632.0,126.0,1879.0,55.0
440,2020,2020-02-08,41,even though im leaving,luke combs,0.0,english,340.0,0.0,1657456.0,195.0,2304.0,42.0
441,2020,2020-02-08,42,heartache medication,jon pardi,0.0,english,240.0,0.0,,,3347.0,21.0
442,2020,2020-02-08,43,nobody but you,blake shelton,0.0,english,352.0,0.0,,,646.0,158.0
443,2020,2020-02-08,44,i dont care,ed sheeran,0.0,english,531.0,0.0,2004835.0,137.0,2468.0,59.0
444,2020,2020-02-08,45,hot,young thug,0.0,english,572.0,0.0,5032181.0,53.0,1770.0,73.0
445,2020,2020-02-08,46,kinfolks,sam hunt,0.0,english,377.0,0.0,,,2727.0,29.0
446,2020,2020-02-08,47,bandit,juice wrld,0.0,english,627.0,0.0,6196109.0,14.0,,
447,2020,2020-02-08,48,juicy,doja cat,0.0,english,690.0,0.0,2105977.0,118.0,3181.0,22.0
448,2020,2020-02-08,49,panini,lil nas x,0.0,english,212.0,2.0,2073270.0,123.0,2521.0,32.0
449,2020,2020-02-08,50,south of the border,ed sheeran,0.0,english,603.0,35.0,,,2465.0,36.0
450,2020,2020-02-08,51,tusa,karol g,1.0,spanish,431.0,312.0,3984851.0,37.0,,
451,2020,2020-02-08,52,homesick,kane brown,0.0,english,274.0,0.0,,,2338.0,40.0
452,2020,2020-02-08,53,ritmo bad boys for life,black eyed peas,0.0,english,600.0,281.0,2373096.0,97.0,,
453,2020,2020-02-08,54,good news,mac miller,0.0,english,454.0,0.0,6379904.0,13.0,,
454,2020,2020-02-08,55,pussy fairy,jhene aiko,0.0,english,351.0,0.0,2225146.0,110.0,,
455,2020,2020-02-08,56,i hope,gabby barrett,0.0,english,471.0,0.0,,,1253.0,86.0
456,2020,2020-02-08,57,slide,her,0.0,english,560.0,6.0,,,1692.0,62.0
457,2020,2020-02-08,58,toes,dababy,0.0,english,625.0,0.0,5479595.0,19.0,,
458,2020,2020-02-08,59,heart on ice,rod wave,0.0,english,262.0,0.0,,,549.0,192.0
459,2020,2020-02-08,60,futsal shuffle 2020,lil uzi vert,0.0,english,762.0,2.0,5365662.0,21.0,,
460,2020,2020-02-08,61,vibez,dababy,0.0,english,599.0,0.0,4556617.0,27.0,,
461,2020,2020-02-08,62,best on earth,russ,0.0,english,485.0,0.0,2030513.0,131.0,2169.0,50.0
462,2020,2020-02-08,63,out west,jackboys,0.0,english,492.0,0.0,4582591.0,26.0,,
463,2020,2020-02-08,64,graveyard,halsey,0.0,english,370.0,0.0,2308564.0,101.0,316.0,327.0
464,2020,2020-02-08,65,what she wants tonight,luke bryan,0.0,english,377.0,0.0,,,1848.0,57.0
465,2020,2020-02-08,66,no idea,don toliver,0.0,english,412.0,0.0,4410317.0,30.0,,
466,2020,2020-02-08,67,ridin roads,dustin lynch,0.0,english,367.0,0.0,,,1881.0,53.0
467,2020,2020-02-08,68,more hearts than mine,ingrid andress,0.0,english,305.0,0.0,,,1554.0,67.0
468,2020,2020-02-08,69,sugar,brockhampton,0.0,english,550.0,0.0,5003029.0,22.0,394.0,262.0
469,2020,2020-02-08,70,i wish grandpas never died,riley green,0.0,english,336.0,0.0,,,1453.0,72.0
470,2020,2020-02-08,71,start wit me,roddy ricch,0.0,english,595.0,0.0,2814344.0,65.0,,
471,2020,2020-02-08,72,make me want to,jimmie allen,0.0,english,322.0,0.0,,,2289.0,43.0
472,2020,2020-02-08,73,say so,doja cat,0.0,english,460.0,0.0,4877850.0,23.0,,
473,2020,2020-02-08,74,we back,jason aldean,0.0,english,388.0,0.0,,,2161.0,51.0
474,2020,2020-02-08,75,i hope youre happy now,carly pearce,0.0,english,224.0,0.0,,,1433.0,74.0
475,2020,2020-02-08,76,homecoming queen,kelsea ballerini,0.0,english,245.0,0.0,,,1315.0,79.0
476,2020,2020-02-08,77,u played,moneybagg yo,0.0,english,684.0,0.0,1940424.0,144.0,,
477,2020,2020-02-08,78,blue world,mac miller,0.0,english,393.0,0.0,4280532.0,32.0,,
478,2020,2020-02-08,79,make no sense,youngboy never broke again,0.0,english,506.0,0.0,2803785.0,66.0,,
479,2020,2020-02-08,80,letter to nipsey,meek mill featuring roddy ricch,0.0,english,600.0,1.0,,,,
480,2020,2020-02-08,81,jerry sprunger,tory lanez,0.0,english,664.0,0.0,,,1891.0,52.0
481,2020,2020-02-08,82,chasin you,morgan wallen,0.0,english,325.0,0.0,,,1192.0,90.0
482,2020,2020-02-08,83,rare,selena gomez,0.0,english,379.0,0.0,3832117.0,41.0,319.0,323.0
483,2020,2020-02-08,84,slow dance in a parking lot,jordan davis,0.0,english,277.0,0.0,,,,
484,2020,2020-02-08,85,before you go,lewis capaldi,0.0,english,323.0,0.0,2624705.0,79.0,878.0,122.0
485,2020,2020-02-08,86,those kinda nights,eminem featuring ed sheeran,0.0,english,617.0,2.0,2738989.0,72.0,,
486,2020,2020-02-08,87,vete,bad bunny,1.0,spanish,376.0,376.0,2353289.0,99.0,,
487,2020,2020-02-08,88,homemade,jake owen,0.0,english,281.0,0.0,,,1705.0,61.0
488,2020,2020-02-08,89,easy,danileigh,0.0,english,360.0,0.0,,,1707.0,60.0
489,2020,2020-02-08,90,come thru,summer walker,0.0,english,422.0,0.0,,,1228.0,89.0
490,2020,2020-02-08,91,darkness,eminem,0.0,english,1090.0,4.0,2526256.0,84.0,,
491,2020,2020-02-08,92,camelot,nle choppa,0.0,english,663.0,2.0,2601901.0,80.0,,
492,2020,2020-02-08,93,underdog,alicia keys,0.0,english,372.0,0.0,,,870.0,124.0
493,2020,2020-02-08,94,first man,camila cabello,0.0,english,325.0,0.0,,,,
494,2020,2020-02-08,95,what if i told you that i love you,ali gatie,0.0,english,412.0,0.0,3558089.0,47.0,,
495,2020,2020-02-08,96,catch,brett young,0.0,english,365.0,0.0,,,1584.0,66.0
496,2020,2020-02-08,97,unaccommodating,eminem,0.0,english,938.0,0.0,2419002.0,91.0,,
497,2020,2020-02-08,98,july,noah cyrus,0.0,english,187.0,0.0,2799966.0,67.0,,
498,2020,2020-02-08,99,you gon learn,eminem,0.0,english,893.0,0.0,2649861.0,76.0,,
499,2020,2020-02-08,100,dive bar,garth brooks,0.0,english,262.0,2.0,,,,
500,2020,2020-02-15,1,the box,roddy ricch,0.0,english,540.0,3.0,19937887.0,1.0,3923.0,16.0
501,2020,2020-02-15,2,life is good,future,0.0,english,785.0,0.0,12210480.0,2.0,3759.0,33.0
502,2020,2020-02-15,3,circles,post malone,0.0,english,314.0,0.0,6803998.0,7.0,9007.0,1.0
503,2020,2020-02-15,4,memories,maroon 5,0.0,english,442.0,0.0,3662729.0,40.0,7801.0,2.0
504,2020,2020-02-15,5,dance monkey,tones and i,0.0,english,434.0,0.0,6244173.0,12.0,5114.0,10.0
505,2020,2020-02-15,6,someone you loved,lewis capaldi,0.0,english,323.0,0.0,4367845.0,27.0,6197.0,7.0
506,2020,2020-02-15,7,roxanne,arizona zervas,0.0,english,355.0,0.0,8076667.0,4.0,10163.0,3.0
507,2020,2020-02-15,8,10000 hours,dan and shay,0.0,english,319.0,0.0,3556867.0,46.0,10754.0,4.0
